Order_Date,Customer_Name,Customer_Type,City,State,Product_Name,Category,Quantity,Unit_Price,Total_Amount,source_month
06-04-2023,Gaikwad Store,Kirana,Pune,Maharashtra,NexaGold Sunflower Oil 5L,Edible Oil,35,280.00,"9,800.00",Apr_2023
18-04-2023,D-Mart Ahmedabad SG Highway,Supermarket,Kolhapur,Maharashtra,NexaGold Chana Dal 1kg,Dal,16,150.00,"2,400.00",Apr_2023
24-04-2023,Thakur Traders,Kirana,Kolhapur,Maharashtra,NexaCrunch Chips 100g,Snacks,14,20.00,280.00,Apr_2023
18-04-2023,Gupta Store,Kirana,Kolhapur,Maharashtra,NexaGold Groundnut Oil 1L,Edible Oil,13,180.00,"2,340.00",Apr_2023
28-04-2023,Kulkarni Store,Kirana,Ahmedabad,Gujarat,NexaCare Soap 100g,Personal Care,22,50.00,"1,100.00",Apr_2023
27-04-2023,Rajput Provisions,Kirana,Nashik,Maharashtra,NexaClean Floor Cleaner 1L,Household,49,90.00,"4,410.00",Apr_2023
19-04-2023,Sawant Traders,Kirana,Vadodara,Gujarat,NexaGold Sunflower Oil 1L,Edible Oil,14,120.00,"1,680.00",Apr_2023
06-04-2023,Reliance Fresh Wakad,Supermarket,Pune,Maharashtra,NexaGold Wheat Atta 5kg,Atta,48,400.00,"19,200.00",Apr_2023
17-04-2023,Joshi Traders,Kirana,Kolhapur,Maharashtra,NexaCrunch Mixture 200g,Snacks,36,80.00,"2,880.00",Apr_2023
23-04-2023,Deshpande Store,Kirana,Nashik,Maharashtra,NexaCare Shampoo 200ml,Personal Care,9,40.00,360.00,Apr_2023
10-04-2023,Gupta Store,Kirana,Nashik,Maharashtra,NexaCrunch Mixture 200g,Snacks,42,80.00,"3,360.00",Apr_2023
23-04-2023,Deshpande Store,Kirana,Surat,Gujarat,NexaGold Wheat Atta 5kg,Atta,43,400.00,"17,200.00",Apr_2023
11-04-2023,Modi Kirana,Kirana,Kolhapur,Maharashtra,NexaCare Soap 100g,Personal Care,36,50.00,"1,800.00",Apr_2023
07-04-2023,Shah General Store,Kirana,Nashik,Maharashtra,NexaCare Shampoo 200ml,Personal Care,32,40.00,"1,280.00",Apr_2023
12-04-2023,Big Bazaar Vadodara,Supermarket,Ahmedabad,Gujarat,NexaGold Turmeric Powder 200g,Spices,43,40.00,"1,720.00",Apr_2023
01-04-2023,Nair Kirana,Kirana,Aurangabad,Maharashtra,NexaGold Moong Dal 1kg,Dal,11,130.00,"1,430.00",Apr_2023
12-04-2023,Khare Kirana,Kirana,Kolhapur,Maharashtra,NexaGold Sunflower Oil 1L,Edible Oil,27,120.00,"3,240.00",Apr_2023
27-04-2023,Kulkarni Store,Kirana,Nashik,Maharashtra,NexaGold Sunflower Oil 5L,Edible Oil,42,280.00,"11,760.00",Apr_2023
03-04-2023,Big Bazaar Vadodara,Supermarket,Aurangabad,Maharashtra,NexaClean Dishwash 500ml,Household,8,85.00,680.00,Apr_2023
27-04-2023,Desai Provisions,Kirana,Solapur,Maharashtra,NexaCare Soap 100g,Personal Care,32,50.00,"1,600.00",Apr_2023
09-04-2023,Patil General Store,Kirana,Nagpur,Maharashtra,NexaGold Red Chilli Powder 200g,Spices,12,60.00,720.00,Apr_2023
14-04-2023,Gupta Store,Kirana,Surat,Gujarat,NexaFresh Mango Juice 1L,Beverages,9,110.00,990.00,Apr_2023
24-04-2023,Rajput Provisions,Kirana,Ahmedabad,Gujarat,NexaCrunch Chips 100g,Snacks,16,20.00,320.00,Apr_2023
28-04-2023,Reliance Fresh Baner,Supermarket,Aurangabad,Maharashtra,NexaCare Soap 100g,Personal Care,27,50.00,"1,350.00",Apr_2023
25-04-2023,Deshmukh Provisions,Kirana,Pune,Maharashtra,NexaGold Moong Dal 1kg,Dal,15,130.00,"1,950.00",Apr_2023
16-04-2023,Jadhav Store,Kirana,Solapur,Maharashtra,NexaCare Shampoo 200ml,Personal Care,45,40.00,"1,800.00",Apr_2023
24-04-2023,Patil General Store,Kirana,Surat,Gujarat,NexaFresh Mixed Fruit 1L,Beverages,35,192.00,"6,720.00",Apr_2023
16-04-2023,D-Mart Hinjewadi,Supermarket,Vadodara,Gujarat,NexaGold Multigrain Atta 5kg,Atta,23,350.00,"8,050.00",Apr_2023
17-04-2023,Pandey Store,Kirana,Vadodara,Gujarat,NexaCare Soap 100g,Personal Care,30,50.00,"1,500.00",Apr_2023
23-04-2023,Big Bazaar Vadodara,Supermarket,Solapur,Maharashtra,NexaGold Red Chilli Powder 200g,Spices,18,60.00,"1,080.00",Apr_2023
08-04-2023,Pandey Store,Kirana,Rajkot,Gujarat,NexaCare Soap 100g,Personal Care,18,50.00,900.00,Apr_2023
08-04-2023,Gaikwad Store,Kirana,Pune,Maharashtra,NexaGold Sunflower Oil 5L,Edible Oil,9,280.00,"2,520.00",Apr_2023
01-04-2023,Reliance Fresh Wakad,Supermarket,Nashik,Maharashtra,NexaGold Wheat Atta 10kg,Atta,12,620.00,"7,440.00",Apr_2023
20-04-2023,Mehta Kirana,Kirana,Nagpur,Maharashtra,NexaGold Toor Dal 1kg,Dal,40,130.00,"5,200.00",Apr_2023
23-04-2023,Kulkarni Store,Kirana,Surat,Gujarat,NexaCare Shampoo 200ml,Personal Care,49,40.00,"1,960.00",Apr_2023
02-04-2023,More Supermarket Viman Nagar,Supermarket,Nashik,Maharashtra,NexaGold Turmeric Powder 200g,Spices,14,40.00,560.00,Apr_2023
05-04-2023,Reliance Fresh Wakad,Supermarket,Aurangabad,Maharashtra,NexaGold Groundnut Oil 1L,Edible Oil,45,180.00,"8,100.00",Apr_2023
11-04-2023,Patel Kirana,Kirana,Rajkot,Gujarat,NexaFresh Mixed Fruit 1L,Beverages,22,192.00,"4,224.00",Apr_2023
02-04-2023,Deshmukh Provisions,Kirana,Solapur,Maharashtra,NexaGold Red Chilli Powder 200g,Spices,17,60.00,"1,020.00",Apr_2023
13-04-2023,Patil General Store,Kirana,Solapur,Maharashtra,NexaCrunch Namkeen 150g,Snacks,7,35.00,245.00,Apr_2023
25-04-2023,Desai Provisions,Kirana,Pune,Maharashtra,NexaGold Red Chilli Powder 200g,Spices,18,60.00,"1,080.00",Apr_2023
04-04-2023,Deshpande Store,Kirana,Vadodara,Gujarat,NexaGold Wheat Atta 10kg,Atta,32,620.00,"19,840.00",Apr_2023
04-04-2023,Mehta Kirana,Kirana,Vadodara,Gujarat,NexaFresh Mixed Fruit 1L,Beverages,25,192.00,"4,800.00",Apr_2023
23-04-2023,Gupta Store,Kirana,Nagpur,Maharashtra,NexaGold Wheat Atta 10kg,Atta,40,620.00,"24,800.00",Apr_2023
05-04-2023,Shinde Traders,Kirana,Ahmedabad,Gujarat,NexaGold Wheat Atta 10kg,Atta,49,620.00,"30,380.00",Apr_2023
10-04-2023,Kulkarni Store,Kirana,Rajkot,Gujarat,NexaGold Toor Dal 1kg,Dal,14,130.00,"1,820.00",Apr_2023
18-04-2023,Thakur Traders,Kirana,Solapur,Maharashtra,NexaClean Dishwash 500ml,Household,33,85.00,"2,805.00",Apr_2023
22-04-2023,Patel Kirana,Kirana,Vadodara,Gujarat,NexaGold Turmeric Powder 200g,Spices,24,40.00,960.00,Apr_2023
11-04-2023,Shah General Store,Kirana,Vadodara,Gujarat,NexaGold Wheat Atta 5kg,Atta,27,400.00,"10,800.00",Apr_2023
17-04-2023,Deshmukh Provisions,Kirana,Nagpur,Maharashtra,NexaGold Multigrain Atta 5kg,Atta,22,350.00,"7,700.00",Apr_2023
14-04-2023,Rajput Provisions,Kirana,Ahmedabad,Gujarat,NexaGold Moong Dal 1kg,Dal,4,130.00,520.00,Apr_2023
09-04-2023,Chavan Traders,Kirana,Surat,Gujarat,NexaGold Wheat Atta 5kg,Atta,33,400.00,"13,200.00",Apr_2023
22-04-2023,Bhosale Provisions,Kirana,Aurangabad,Maharashtra,NexaGold Wheat Atta 10kg,Atta,47,620.00,"29,140.00",Apr_2023
04-04-2023,Star Bazaar Pune,Supermarket,Surat,Gujarat,NexaGold Wheat Atta 5kg,Atta,29,400.00,"11,600.00",Apr_2023
27-04-2023,Bhosale Provisions,Kirana,Rajkot,Gujarat,NexaGold Wheat Atta 10kg,Atta,43,620.00,"26,660.00",Apr_2023
27-04-2023,Shah General Store,Kirana,Kolhapur,Maharashtra,NexaCare Soap 100g,Personal Care,24,50.00,"1,200.00",Apr_2023
17-04-2023,D-Mart Kothrud,Supermarket,Nashik,Maharashtra,NexaCrunch Chips 100g,Snacks,39,20.00,780.00,Apr_2023
16-04-2023,Joshi Traders,Kirana,Rajkot,Gujarat,NexaClean Dishwash 500ml,Household,25,85.00,"2,125.00",Apr_2023
27-04-2023,Desai Provisions,Kirana,Aurangabad,Maharashtra,NexaCrunch Mixture 200g,Snacks,37,80.00,"2,960.00",Apr_2023
15-04-2023,Bhat Store,Kirana,Ahmedabad,Gujarat,NexaGold Garam Masala 100g,Spices,26,35.00,910.00,Apr_2023
28-04-2023,Nair Kirana,Kirana,Ahmedabad,Gujarat,NexaGold Chana Dal 1kg,Dal,41,150.00,"6,150.00",Apr_2023
05-04-2023,Modi Kirana,Kirana,Pune,Maharashtra,NexaClean Dishwash 500ml,Household,31,85.00,"2,635.00",Apr_2023
15-04-2023,Parmar General Store,Kirana,Nagpur,Maharashtra,NexaGold Chana Dal 1kg,Dal,7,150.00,"1,050.00",Apr_2023
08-04-2023,Desai Provisions,Kirana,Solapur,Maharashtra,NexaGold Sunflower Oil 1L,Edible Oil,12,120.00,"1,440.00",Apr_2023
06-04-2023,Deshpande Store,Kirana,Kolhapur,Maharashtra,NexaClean Dishwash 500ml,Household,22,85.00,"1,870.00",Apr_2023
07-04-2023,Gokhale Provisions,Kirana,Nagpur,Maharashtra,NexaGold Garam Masala 100g,Spices,35,35.00,"1,225.00",Apr_2023
08-04-2023,Gupta Store,Kirana,Vadodara,Gujarat,NexaCrunch Namkeen 150g,Snacks,7,35.00,245.00,Apr_2023
24-04-2023,Rajput Provisions,Kirana,Kolhapur,Maharashtra,NexaCrunch Namkeen 150g,Snacks,30,35.00,"1,050.00",Apr_2023
11-04-2023,Bhat Store,Kirana,Rajkot,Gujarat,NexaFresh Mixed Fruit 1L,Beverages,38,192.00,"7,296.00",Apr_2023
01-04-2023,Gaikwad Store,Kirana,Solapur,Maharashtra,NexaGold Wheat Atta 10kg,Atta,11,620.00,"6,820.00",Apr_2023
02-04-2023,Chavan Traders,Kirana,Kolhapur,Maharashtra,NexaGold Sunflower Oil 5L,Edible Oil,19,280.00,"5,320.00",Apr_2023
06-04-2023,Sawant Traders,Kirana,Solapur,Maharashtra,NexaGold Moong Dal 1kg,Dal,46,130.00,"5,980.00",Apr_2023
17-04-2023,More Supermarket Viman Nagar,Supermarket,Solapur,Maharashtra,NexaCare Shampoo 200ml,Personal Care,19,40.00,760.00,Apr_2023
26-04-2023,Sawant Traders,Kirana,Rajkot,Gujarat,NexaGold Chana Dal 1kg,Dal,32,150.00,"4,800.00",Apr_2023
12-04-2023,Patel Kirana,Kirana,Vadodara,Gujarat,NexaCare Shampoo 200ml,Personal Care,24,40.00,960.00,Apr_2023
26-04-2023,Gaikwad Store,Kirana,Nagpur,Maharashtra,NexaGold Turmeric Powder 200g,Spices,5,40.00,200.00,Apr_2023
01-04-2023,D-Mart Aundh,Supermarket,Solapur,Maharashtra,NexaGold Groundnut Oil 1L,Edible Oil,50,180.00,"9,000.00",Apr_2023
08-04-2023,Mehta Kirana,Kirana,Vadodara,Gujarat,NexaFresh Mixed Fruit 1L,Beverages,20,192.00,"3,840.00",Apr_2023
07-04-2023,Big Bazaar Vadodara,Supermarket,Vadodara,Gujarat,NexaGold Toor Dal 1kg,Dal,44,130.00,"5,720.00",Apr_2023
27-04-2023,Deshpande Store,Kirana,Vadodara,Gujarat,NexaGold Red Chilli Powder 200g,Spices,12,60.00,720.00,Apr_2023
16-04-2023,Jadhav Store,Kirana,Nagpur,Maharashtra,NexaCrunch Namkeen 150g,Snacks,32,35.00,"1,120.00",Apr_2023
18-04-2023,D-Mart Kothrud,Supermarket,Nagpur,Maharashtra,NexaGold Toor Dal 1kg,Dal,43,130.00,"5,590.00",Apr_2023
05-04-2023,Nair Kirana,Kirana,Aurangabad,Maharashtra,NexaCrunch Chips 100g,Snacks,41,20.00,820.00,Apr_2023
21-04-2023,D-Mart Kothrud,Supermarket,Nashik,Maharashtra,NexaGold Red Chilli Powder 200g,Spices,15,60.00,900.00,Apr_2023
15-04-2023,D-Mart Hinjewadi,Supermarket,Ahmedabad,Gujarat,NexaGold Toor Dal 1kg,Dal,46,130.00,"5,980.00",Apr_2023
02-04-2023,Gaikwad Store,Kirana,Nashik,Maharashtra,NexaCrunch Mixture 200g,Snacks,31,80.00,"2,480.00",Apr_2023
12-04-2023,Deshmukh Provisions,Kirana,Surat,Gujarat,NexaGold Moong Dal 1kg,Dal,27,130.00,"3,510.00",Apr_2023
20-04-2023,Patil General Store,Kirana,Vadodara,Gujarat,NexaCrunch Namkeen 150g,Snacks,2,35.00,70.00,Apr_2023
07-04-2023,Pandey Store,Kirana,Rajkot,Gujarat,NexaFresh Mixed Fruit 1L,Beverages,14,192.00,"2,688.00",Apr_2023
21-04-2023,Kulkarni Store,Kirana,Aurangabad,Maharashtra,NexaGold Multigrain Atta 5kg,Atta,2,350.00,700.00,Apr_2023
14-04-2023,Reliance Fresh Baner,Supermarket,Nashik,Maharashtra,NexaFresh Mango Juice 1L,Beverages,30,110.00,"3,300.00",Apr_2023
14-04-2023,Reliance Fresh Wakad,Supermarket,Surat,Gujarat,NexaGold Toor Dal 1kg,Dal,28,130.00,"3,640.00",Apr_2023
21-04-2023,Gupta Store,Kirana,Solapur,Maharashtra,NexaGold Red Chilli Powder 200g,Spices,14,60.00,840.00,Apr_2023
20-04-2023,Pawar General Store,Kirana,Kolhapur,Maharashtra,NexaFresh Mango Juice 1L,Beverages,21,110.00,"2,310.00",Apr_2023
20-04-2023,Big Bazaar Vadodara,Supermarket,Rajkot,Gujarat,NexaGold Multigrain Atta 5kg,Atta,32,350.00,"11,200.00",Apr_2023
05-04-2023,Reliance Fresh Baner,Supermarket,Rajkot,Gujarat,NexaCrunch Mixture 200g,Snacks,45,80.00,"3,600.00",Apr_2023
10-04-2023,D-Mart Kothrud,Supermarket,Vadodara,Gujarat,NexaClean Floor Cleaner 1L,Household,10,90.00,900.00,Apr_2023
14-04-2023,Thakur Traders,Kirana,Kolhapur,Maharashtra,NexaCare Shampoo 200ml,Personal Care,43,40.00,"1,720.00",Apr_2023
20-04-2023,Yadav General Store,Kirana,Aurangabad,Maharashtra,NexaClean Dishwash 500ml,Household,50,85.00,"4,250.00",Apr_2023
13-04-2023,D-Mart Kothrud,Supermarket,Pune,Maharashtra,NexaGold Sunflower Oil 5L,Edible Oil,6,280.00,"1,680.00",Apr_2023
23-04-2023,Gupta Store,Kirana,Nagpur,Maharashtra,NexaGold Wheat Atta 10kg,Atta,18,620.00,"11,160.00",Apr_2023
12-04-2023,Yadav General Store,Kirana,Solapur,Maharashtra,NexaGold Wheat Atta 10kg,Atta,44,620.00,"27,280.00",Apr_2023
13-04-2023,Reliance Fresh Baner,Supermarket,Rajkot,Gujarat,NexaCare Shampoo 200ml,Personal Care,2,40.00,80.00,Apr_2023
18-04-2023,Mishra Provisions,Kirana,Pune,Maharashtra,NexaCrunch Chips 100g,Snacks,38,20.00,760.00,Apr_2023
18-04-2023,Reliance Fresh Baner,Supermarket,Rajkot,Gujarat,NexaGold Red Chilli Powder 200g,Spices,16,60.00,960.00,Apr_2023
28-04-2023,Gaikwad Store,Kirana,Ahmedabad,Gujarat,NexaGold Groundnut Oil 1L,Edible Oil,22,180.00,"3,960.00",Apr_2023
20-04-2023,D-Mart Ahmedabad SG Highway,Supermarket,Pune,Maharashtra,NexaGold Red Chilli Powder 200g,Spices,43,60.00,"2,580.00",Apr_2023
03-04-2023,Pawar General Store,Kirana,Nashik,Maharashtra,NexaGold Sunflower Oil 1L,Edible Oil,17,120.00,"2,040.00",Apr_2023
05-04-2023,Yadav General Store,Kirana,Rajkot,Gujarat,NexaGold Garam Masala 100g,Spices,16,35.00,560.00,Apr_2023
25-04-2023,Reliance Fresh Wakad,Supermarket,Nashik,Maharashtra,NexaGold Sunflower Oil 1L,Edible Oil,19,120.00,"2,280.00",Apr_2023
22-04-2023,Gokhale Provisions,Kirana,Rajkot,Gujarat,NexaClean Dishwash 500ml,Household,50,85.00,"4,250.00",Apr_2023
18-04-2023,D-Mart Ahmedabad SG Highway,Supermarket,Surat,Gujarat,NexaGold Garam Masala 100g,Spices,44,35.00,"1,540.00",Apr_2023
27-04-2023,More Supermarket Viman Nagar,Supermarket,Aurangabad,Maharashtra,NexaCare Soap 100g,Personal Care,4,50.00,200.00,Apr_2023
05-04-2023,Joshi Traders,Kirana,Surat,Gujarat,NexaGold Chana Dal 1kg,Dal,48,150.00,"7,200.00",Apr_2023
26-04-2023,Khare Kirana,Kirana,Ahmedabad,Gujarat,NexaGold Toor Dal 1kg,Dal,10,130.00,"1,300.00",Apr_2023
22-04-2023,Sawant Traders,Kirana,Nashik,Maharashtra,NexaGold Toor Dal 1kg,Dal,39,130.00,"5,070.00",Apr_2023
11-04-2023,Mishra Provisions,Kirana,Vadodara,Gujarat,NexaGold Toor Dal 1kg,Dal,32,130.00,"4,160.00",Apr_2023
16-04-2023,Patil General Store,Kirana,Pune,Maharashtra,NexaGold Wheat Atta 10kg,Atta,27,620.00,"16,740.00",Apr_2023
11-04-2023,Pandey Store,Kirana,Nashik,Maharashtra,NexaCrunch Chips 100g,Snacks,6,20.00,120.00,Apr_2023
27-04-2023,Gupta Store,Kirana,Solapur,Maharashtra,NexaGold Sunflower Oil 1L,Edible Oil,49,120.00,"5,880.00",Apr_2023
18-04-2023,Sawant Traders,Kirana,Ahmedabad,Gujarat,NexaGold Garam Masala 100g,Spices,4,35.00,140.00,Apr_2023
28-04-2023,Gupta Store,Kirana,Aurangabad,Maharashtra,NexaGold Red Chilli Powder 200g,Spices,50,60.00,"3,000.00",Apr_2023
06-04-2023,Gaikwad Store,Kirana,Kolhapur,Maharashtra,NexaGold Wheat Atta 5kg,Atta,42,400.00,"16,800.00",Apr_2023
10-04-2023,Desai Provisions,Kirana,Solapur,Maharashtra,NexaGold Chana Dal 1kg,Dal,49,150.00,"7,350.00",Apr_2023
26-04-2023,Bhosale Provisions,Kirana,Pune,Maharashtra,NexaGold Garam Masala 100g,Spices,41,35.00,"1,435.00",Apr_2023
03-04-2023,Reliance Fresh Baner,Supermarket,Solapur,Maharashtra,NexaGold Multigrain Atta 5kg,Atta,5,350.00,"1,750.00",Apr_2023
20-04-2023,Bhat Store,Kirana,Nashik,Maharashtra,NexaGold Wheat Atta 10kg,Atta,49,620.00,"30,380.00",Apr_2023
25-04-2023,Apte Traders,Kirana,Kolhapur,Maharashtra,NexaGold Wheat Atta 5kg,Atta,48,400.00,"19,200.00",Apr_2023
02-04-2023,Gaikwad Store,Kirana,Vadodara,Gujarat,NexaGold Sunflower Oil 5L,Edible Oil,28,280.00,"7,840.00",Apr_2023
10-04-2023,Gupta Store,Kirana,Rajkot,Gujarat,NexaGold Red Chilli Powder 200g,Spices,9,60.00,540.00,Apr_2023
09-04-2023,Pawar General Store,Kirana,Nashik,Maharashtra,NexaGold Sunflower Oil 1L,Edible Oil,14,120.00,"1,680.00",Apr_2023
04-04-2023,Bhosale Provisions,Kirana,Pune,Maharashtra,NexaFresh Mango Juice 1L,Beverages,30,110.00,"3,300.00",Apr_2023
22-04-2023,Jadhav Store,Kirana,Aurangabad,Maharashtra,NexaGold Toor Dal 1kg,Dal,27,130.00,"3,510.00",Apr_2023
15-04-2023,Pandey Store,Kirana,Surat,Gujarat,NexaGold Garam Masala 100g,Spices,23,35.00,805.00,Apr_2023
13-04-2023,Apte Traders,Kirana,Ahmedabad,Gujarat,NexaGold Wheat Atta 10kg,Atta,43,620.00,"26,660.00",Apr_2023
20-04-2023,Bhat Store,Kirana,Kolhapur,Maharashtra,NexaClean Dishwash 500ml,Household,8,85.00,680.00,Apr_2023
26-04-2023,D-Mart Kothrud,Supermarket,Aurangabad,Maharashtra,NexaGold Moong Dal 1kg,Dal,9,130.00,"1,170.00",Apr_2023
16-04-2023,Mehta Kirana,Kirana,Aurangabad,Maharashtra,NexaGold Red Chilli Powder 200g,Spices,47,60.00,"2,820.00",Apr_2023
13-04-2023,Thakur Traders,Kirana,Kolhapur,Maharashtra,NexaCare Shampoo 200ml,Personal Care,4,40.00,160.00,Apr_2023
18-04-2023,D-Mart Ahmedabad SG Highway,Supermarket,Vadodara,Gujarat,NexaGold Multigrain Atta 5kg,Atta,3,350.00,"1,050.00",Apr_2023
07-04-2023,Bhosale Provisions,Kirana,Solapur,Maharashtra,NexaCrunch Chips 100g,Snacks,29,20.00,580.00,Apr_2023
23-04-2023,Big Bazaar Vadodara,Supermarket,Pune,Maharashtra,NexaGold Red Chilli Powder 200g,Spices,17,60.00,"1,020.00",Apr_2023
18-04-2023,Desai Provisions,Kirana,Nagpur,Maharashtra,NexaGold Wheat Atta 5kg,Atta,16,400.00,"6,400.00",Apr_2023
02-04-2023,D-Mart Aundh,Supermarket,Pune,Maharashtra,NexaGold Red Chilli Powder 200g,Spices,3,60.00,180.00,Apr_2023
14-04-2023,Rajput Provisions,Kirana,Aurangabad,Maharashtra,NexaGold Chana Dal 1kg,Dal,50,150.00,"7,500.00",Apr_2023
28-04-2023,Deshpande Store,Kirana,Kolhapur,Maharashtra,NexaCare Shampoo 200ml,Personal Care,15,40.00,600.00,Apr_2023
14-04-2023,Gaikwad Store,Kirana,Nashik,Maharashtra,NexaGold Chana Dal 1kg,Dal,34,150.00,"5,100.00",Apr_2023
11-04-2023,Apte Traders,Kirana,Surat,Gujarat,NexaClean Floor Cleaner 1L,Household,1,90.00,90.00,Apr_2023
25-04-2023,Reliance Fresh Wakad,Supermarket,Kolhapur,Maharashtra,NexaCrunch Namkeen 150g,Snacks,27,35.00,945.00,Apr_2023
15-04-2023,Kulkarni Store,Kirana,Nagpur,Maharashtra,NexaGold Moong Dal 1kg,Dal,46,130.00,"5,980.00",Apr_2023
21-04-2023,Chavan Traders,Kirana,Rajkot,Gujarat,NexaGold Sunflower Oil 5L,Edible Oil,41,280.00,"11,480.00",Apr_2023
22-04-2023,Shah General Store,Kirana,Pune,Maharashtra,NexaClean Floor Cleaner 1L,Household,46,90.00,"4,140.00",Apr_2023
08-04-2023,Khare Kirana,Kirana,Surat,Gujarat,NexaGold Toor Dal 1kg,Dal,6,130.00,780.00,Apr_2023
22-04-2023,Shinde Traders,Kirana,Nagpur,Maharashtra,NexaCare Soap 100g,Personal Care,23,50.00,"1,150.00",Apr_2023
28-04-2023,D-Mart Hinjewadi,Supermarket,Pune,Maharashtra,NexaFresh Mixed Fruit 1L,Beverages,31,192.00,"5,952.00",Apr_2023
22-04-2023,Modi Kirana,Kirana,Solapur,Maharashtra,NexaGold Chana Dal 1kg,Dal,44,150.00,"6,600.00",Apr_2023
26-04-2023,Thakur Traders,Kirana,Rajkot,Gujarat,NexaClean Dishwash 500ml,Household,23,85.00,"1,955.00",Apr_2023
22-04-2023,Yadav General Store,Kirana,Aurangabad,Maharashtra,NexaCare Shampoo 200ml,Personal Care,8,40.00,320.00,Apr_2023
05-04-2023,Reliance Fresh Wakad,Supermarket,Ahmedabad,Gujarat,NexaGold Wheat Atta 5kg,Atta,29,400.00,"11,600.00",Apr_2023
22-04-2023,Sharma Kirana Store,Kirana,Solapur,Maharashtra,NexaCrunch Mixture 200g,Snacks,33,80.00,"2,640.00",Apr_2023
08-04-2023,Pawar General Store,Kirana,Surat,Gujarat,NexaGold Chana Dal 1kg,Dal,49,150.00,"7,350.00",Apr_2023
09-04-2023,Shinde Traders,Kirana,Ahmedabad,Gujarat,NexaCrunch Mixture 200g,Snacks,46,80.00,"3,680.00",Apr_2023
21-04-2023,Reliance Fresh Rajkot,Supermarket,Surat,Gujarat,NexaClean Dishwash 500ml,Household,20,85.00,"1,700.00",Apr_2023
17-04-2023,Gokhale Provisions,Kirana,Pune,Maharashtra,NexaGold Wheat Atta 5kg,Atta,4,400.00,"1,600.00",Apr_2023
21-04-2023,Bhat Store,Kirana,Solapur,Maharashtra,NexaGold Sunflower Oil 5L,Edible Oil,26,280.00,"7,280.00",Apr_2023
20-04-2023,Nair Kirana,Kirana,Solapur,Maharashtra,NexaCare Soap 100g,Personal Care,39,50.00,"1,950.00",Apr_2023
21-04-2023,Shah General Store,Kirana,Ahmedabad,Gujarat,NexaGold Sunflower Oil 1L,Edible Oil,34,120.00,"4,080.00",Apr_2023
09-04-2023,Jadhav Store,Kirana,Aurangabad,Maharashtra,NexaCrunch Mixture 200g,Snacks,35,80.00,"2,800.00",Apr_2023
16-04-2023,Big Bazaar Vadodara,Supermarket,Rajkot,Gujarat,NexaGold Toor Dal 1kg,Dal,3,130.00,390.00,Apr_2023
28-04-2023,D-Mart Kothrud,Supermarket,Aurangabad,Maharashtra,NexaGold Sunflower Oil 5L,Edible Oil,12,280.00,"3,360.00",Apr_2023
13-04-2023,Pawar General Store,Kirana,Solapur,Maharashtra,NexaGold Groundnut Oil 1L,Edible Oil,47,180.00,"8,460.00",Apr_2023
12-04-2023,Patel Kirana,Kirana,Nashik,Maharashtra,NexaGold Moong Dal 1kg,Dal,5,130.00,650.00,Apr_2023
04-04-2023,Patil General Store,Kirana,Ahmedabad,Gujarat,NexaGold Sunflower Oil 5L,Edible Oil,23,280.00,"6,440.00",Apr_2023
23-04-2023,Star Bazaar Pune,Supermarket,Aurangabad,Maharashtra,NexaClean Dishwash 500ml,Household,31,85.00,"2,635.00",Apr_2023
17-04-2023,Big Bazaar Vadodara,Supermarket,Surat,Gujarat,NexaGold Wheat Atta 5kg,Atta,38,400.00,"15,200.00",Apr_2023
25-04-2023,D-Mart Aundh,Supermarket,Surat,Gujarat,NexaFresh Mango Juice 1L,Beverages,21,110.00,"2,310.00",Apr_2023
01-04-2023,Deshmukh Provisions,Kirana,Vadodara,Gujarat,NexaClean Floor Cleaner 1L,Household,24,90.00,"2,160.00",Apr_2023
18-04-2023,Parmar General Store,Kirana,Kolhapur,Maharashtra,NexaClean Floor Cleaner 1L,Household,25,90.00,"2,250.00",Apr_2023
10-04-2023,Apte Traders,Kirana,Surat,Gujarat,NexaGold Multigrain Atta 5kg,Atta,17,350.00,"5,950.00",Apr_2023
13-04-2023,Pawar General Store,Kirana,Surat,Gujarat,NexaFresh Mixed Fruit 1L,Beverages,23,192.00,"4,416.00",Apr_2023
07-04-2023,Gokhale Provisions,Kirana,Nashik,Maharashtra,NexaGold Garam Masala 100g,Spices,21,35.00,735.00,Apr_2023
13-04-2023,Star Bazaar Pune,Supermarket,Kolhapur,Maharashtra,NexaCare Soap 100g,Personal Care,26,50.00,"1,300.00",Apr_2023
27-04-2023,D-Mart Aundh,Supermarket,Kolhapur,Maharashtra,NexaCrunch Namkeen 150g,Snacks,15,35.00,525.00,Apr_2023
04-04-2023,D-Mart Kothrud,Supermarket,Nagpur,Maharashtra,NexaFresh Mixed Fruit 1L,Beverages,10,192.00,"1,920.00",Apr_2023
13-04-2023,Shinde Traders,Kirana,Ahmedabad,Gujarat,NexaGold Sunflower Oil 1L,Edible Oil,39,120.00,"4,680.00",Apr_2023
19-04-2023,Reliance Fresh Baner,Supermarket,Rajkot,Gujarat,NexaGold Sunflower Oil 5L,Edible Oil,18,280.00,"5,040.00",Apr_2023
19-04-2023,Apte Traders,Kirana,Nashik,Maharashtra,NexaCrunch Namkeen 150g,Snacks,45,35.00,"1,575.00",Apr_2023
10-04-2023,Rajput Provisions,Kirana,Nagpur,Maharashtra,NexaCare Soap 100g,Personal Care,13,50.00,650.00,Apr_2023
